"Aldur","Svæði","Year.and.month","Value"
"25-29 ára","Landsbyggðin","2011-10",528
"25-29 ára","Landsbyggðin","2011-11",565
"25-29 ára","Landsbyggðin","2011-12",590
"25-29 ára","Landsbyggðin","2012-01",551
"25-29 ára","Landsbyggðin","2012-02",567
"25-29 ára","Landsbyggðin","2012-03",531
"25-29 ára","Landsbyggðin","2012-04",531
"25-29 ára","Landsbyggðin","2012-05",431
"25-29 ára","Landsbyggðin","2012-06",376
"25-29 ára","Landsbyggðin","2012-07",372
"30-34 ára","Landsbyggðin","2000-02",94
"30-34 ára","Landsbyggðin","2000-03",95
"30-34 ára","Landsbyggðin","2000-04",86
"30-34 ára","Landsbyggðin","2000-05",63
"30-34 ára","Landsbyggðin","2000-06",47
"30-34 ára","Landsbyggðin","2000-07",36
"30-34 ára","Landsbyggðin","2000-08",46
"30-34 ára","Landsbyggðin","2000-09",45
"30-34 ára","Landsbyggðin","2000-10",45
"30-34 ára","Landsbyggðin","2000-11",72
"30-34 ára","Landsbyggðin","2000-12",112
"30-34 ára","Landsbyggðin","2001-01",110
"30-34 ára","Landsbyggðin","2001-02",97
"30-34 ára","Landsbyggðin","2001-03",92
"30-34 ára","Landsbyggðin","2001-04",153
"30-34 ára","Landsbyggðin","2001-05",67
"30-34 ára","Landsbyggðin","2001-06",58
"30-34 ára","Landsbyggðin","2001-07",51
"30-34 ára","Landsbyggðin","2001-08",51
"30-34 ára","Landsbyggðin","2001-09",56
"30-34 ára","Landsbyggðin","2001-10",72
"30-34 ára","Landsbyggðin","2001-11",86
"30-34 ára","Landsbyggðin","2001-12",134
"30-34 ára","Landsbyggðin","2002-01",122
"30-34 ára","Landsbyggðin","2002-02",116
"30-34 ára","Landsbyggðin","2002-03",107
"30-34 ára","Landsbyggðin","2002-04",95
"30-34 ára","Landsbyggðin","2002-05",87
"30-34 ára","Landsbyggðin","2002-06",75
"30-34 ára","Landsbyggðin","2002-07",87
"30-34 ára","Landsbyggðin","2002-08",92
"30-34 ára","Landsbyggðin","2002-09",99
"30-34 ára","Landsbyggðin","2002-10",117
"30-34 ára","Landsbyggðin","2002-11",136
"30-34 ára","Landsbyggðin","2002-12",168
"30-34 ára","Landsbyggðin","2003-01",187
"30-34 ára","Landsbyggðin","2003-02",197
"30-34 ára","Landsbyggðin","2003-03",191
"30-34 ára","Landsbyggðin","2003-04",192
"30-34 ára","Landsbyggðin","2003-05",168
"30-34 ára","Landsbyggðin","2003-06",145
"30-34 ára","Landsbyggðin","2003-07",142
"30-34 ára","Landsbyggðin","2003-08",124
"30-34 ára","Landsbyggðin","2003-09",126
"30-34 ára","Landsbyggðin","2003-10",140
"30-34 ára","Landsbyggðin","2003-11",163
"30-34 ára","Landsbyggðin","2003-12",192
"30-34 ára","Landsbyggðin","2004-01",195
"30-34 ára","Landsbyggðin","2004-02",205
"30-34 ára","Landsbyggðin","2004-03",185
"30-34 ára","Landsbyggðin","2004-04",163
"30-34 ára","Landsbyggðin","2004-05",169
"30-34 ára","Landsbyggðin","2004-06",153
"30-34 ára","Landsbyggðin","2004-07",151
"30-34 ára","Landsbyggðin","2004-08",136
"30-34 ára","Landsbyggðin","2004-09",127
"30-34 ára","Landsbyggðin","2004-10",147
"30-34 ára","Landsbyggðin","2004-11",140
"30-34 ára","Landsbyggðin","2004-12",159
"30-34 ára","Landsbyggðin","2005-01",161
"30-34 ára","Landsbyggðin","2005-02",155
"30-34 ára","Landsbyggðin","2005-03",139
"30-34 ára","Landsbyggðin","2005-04",136
"30-34 ára","Landsbyggðin","2005-05",120
"30-34 ára","Landsbyggðin","2005-06",110
"30-34 ára","Landsbyggðin","2005-07",115
"30-34 ára","Landsbyggðin","2005-08",87
"30-34 ára","Landsbyggðin","2005-09",76
"30-34 ára","Landsbyggðin","2005-10",78
"30-34 ára","Landsbyggðin","2005-11",97
"30-34 ára","Landsbyggðin","2005-12",103
"30-34 ára","Landsbyggðin","2006-01",107
"30-34 ára","Landsbyggðin","2006-02",96
"30-34 ára","Landsbyggðin","2006-03",97
"30-34 ára","Landsbyggðin","2006-04",93
"30-34 ára","Landsbyggðin","2006-05",89
"30-34 ára","Landsbyggðin","2006-06",94
"30-34 ára","Landsbyggðin","2006-07",101
"30-34 ára","Landsbyggðin","2006-08",76
"30-34 ára","Landsbyggðin","2006-09",79
"30-34 ára","Landsbyggðin","2006-10",80
"30-34 ára","Landsbyggðin","2006-11",93
"30-34 ára","Landsbyggðin","2006-12",100
"30-34 ára","Landsbyggðin","2007-01",95
"30-34 ára","Landsbyggðin","2007-02",97
"30-34 ára","Landsbyggðin","2007-03",95
"30-34 ára","Landsbyggðin","2007-04",87
"30-34 ára","Landsbyggðin","2007-05",87
"30-34 ára","Landsbyggðin","2007-06",72
"30-34 ára","Landsbyggðin","2007-07",67
"30-34 ára","Landsbyggðin","2007-08",66
"30-34 ára","Landsbyggðin","2007-09",75
"30-34 ára","Landsbyggðin","2007-10",87
"30-34 ára","Landsbyggðin","2007-11",97
"30-34 ára","Landsbyggðin","2007-12",104
"30-34 ára","Landsbyggðin","2008-01",111
"30-34 ára","Landsbyggðin","2008-02",105
"30-34 ára","Landsbyggðin","2008-03",102
"30-34 ára","Landsbyggðin","2008-04",104
"30-34 ára","Landsbyggðin","2008-05",114
"30-34 ára","Landsbyggðin","2008-06",107
"30-34 ára","Landsbyggðin","2008-07",114
"30-34 ára","Landsbyggðin","2008-08",99
"30-34 ára","Landsbyggðin","2008-09",109
"30-34 ára","Landsbyggðin","2008-10",169
"30-34 ára","Landsbyggðin","2008-11",256
"30-34 ára","Landsbyggðin","2008-12",397
"30-34 ára","Landsbyggðin","2009-01",499
"30-34 ára","Landsbyggðin","2009-02",599
"30-34 ára","Landsbyggðin","2009-03",625
"30-34 ára","Landsbyggðin","2009-04",606
"30-34 ára","Landsbyggðin","2009-05",576
"30-34 ára","Landsbyggðin","2009-06",524
"30-34 ára","Landsbyggðin","2009-07",509
"30-34 ára","Landsbyggðin","2009-08",475
"30-34 ára","Landsbyggðin","2009-09",491
"30-34 ára","Landsbyggðin","2009-10",529
"30-34 ára","Landsbyggðin","2009-11",587
"30-34 ára","Landsbyggðin","2009-12",610
"30-34 ára","Landsbyggðin","2010-01",644
"30-34 ára","Landsbyggðin","2010-02",648
"30-34 ára","Landsbyggðin","2010-03",652
"30-34 ára","Landsbyggðin","2010-04",632
"30-34 ára","Landsbyggðin","2010-05",563
"30-34 ára","Landsbyggðin","2010-06",514
"30-34 ára","Landsbyggðin","2010-07",504
"30-34 ára","Landsbyggðin","2010-08",449
"30-34 ára","Landsbyggðin","2010-09",445
"30-34 ára","Landsbyggðin","2010-10",452
"30-34 ára","Landsbyggðin","2010-11",504
"30-34 ára","Landsbyggðin","2010-12",549
"30-34 ára","Landsbyggðin","2011-01",568
"30-34 ára","Landsbyggðin","2011-02",605
"30-34 ára","Landsbyggðin","2011-03",600
"30-34 ára","Landsbyggðin","2011-04",554
"30-34 ára","Landsbyggðin","2011-05",505
"30-34 ára","Landsbyggðin","2011-06",467
"30-34 ára","Landsbyggðin","2011-07",475
"30-34 ára","Landsbyggðin","2011-08",417
"30-34 ára","Landsbyggðin","2011-09",411
"30-34 ára","Landsbyggðin","2011-10",442
"30-34 ára","Landsbyggðin","2011-11",468
"30-34 ára","Landsbyggðin","2011-12",512
"30-34 ára","Landsbyggðin","2012-01",475
"30-34 ára","Landsbyggðin","2012-02",476
"30-34 ára","Landsbyggðin","2012-03",468
"30-34 ára","Landsbyggðin","2012-04",468
"30-34 ára","Landsbyggðin","2012-05",380
"30-34 ára","Landsbyggðin","2012-06",342
"30-34 ára","Landsbyggðin","2012-07",340
"35-39 ára","Landsbyggðin","2000-02",95
"35-39 ára","Landsbyggðin","2000-03",96
"35-39 ára","Landsbyggðin","2000-04",80
"35-39 ára","Landsbyggðin","2000-05",70
"35-39 ára","Landsbyggðin","2000-06",44
"35-39 ára","Landsbyggðin","2000-07",41
"35-39 ára","Landsbyggðin","2000-08",43
"35-39 ára","Landsbyggðin","2000-09",42
"35-39 ára","Landsbyggðin","2000-10",50
"35-39 ára","Landsbyggðin","2000-11",69
"35-39 ára","Landsbyggðin","2000-12",115
"35-39 ára","Landsbyggðin","2001-01",105
"35-39 ára","Landsbyggðin","2001-02",114
"35-39 ára","Landsbyggðin","2001-03",92
"35-39 ára","Landsbyggðin","2001-04",145
"35-39 ára","Landsbyggðin","2001-05",78
"35-39 ára","Landsbyggðin","2001-06",53
"35-39 ára","Landsbyggðin","2001-07",52
"35-39 ára","Landsbyggðin","2001-08",46
"35-39 ára","Landsbyggðin","2001-09",60
"35-39 ára","Landsbyggðin","2001-10",77
"35-39 ára","Landsbyggðin","2001-11",96
"35-39 ára","Landsbyggðin","2001-12",129
"35-39 ára","Landsbyggðin","2002-01",141
"35-39 ára","Landsbyggðin","2002-02",131
"35-39 ára","Landsbyggðin","2002-03",125
"35-39 ára","Landsbyggðin","2002-04",123
"35-39 ára","Landsbyggðin","2002-05",106
"35-39 ára","Landsbyggðin","2002-06",95
"35-39 ára","Landsbyggðin","2002-07",98
"35-39 ára","Landsbyggðin","2002-08",104
"35-39 ára","Landsbyggðin","2002-09",109
"35-39 ára","Landsbyggðin","2002-10",123
"35-39 ára","Landsbyggðin","2002-11",156
"35-39 ára","Landsbyggðin","2002-12",183
"35-39 ára","Landsbyggðin","2003-01",191
"35-39 ára","Landsbyggðin","2003-02",217
"35-39 ára","Landsbyggðin","2003-03",201
"35-39 ára","Landsbyggðin","2003-04",191
"35-39 ára","Landsbyggðin","2003-05",144
"35-39 ára","Landsbyggðin","2003-06",121
"35-39 ára","Landsbyggðin","2003-07",128
"35-39 ára","Landsbyggðin","2003-08",114
"35-39 ára","Landsbyggðin","2003-09",130
"35-39 ára","Landsbyggðin","2003-10",119
"35-39 ára","Landsbyggðin","2003-11",122
"35-39 ára","Landsbyggðin","2003-12",157
"35-39 ára","Landsbyggðin","2004-01",154
"35-39 ára","Landsbyggðin","2004-02",146
"35-39 ára","Landsbyggðin","2004-03",155
"35-39 ára","Landsbyggðin","2004-04",144
"35-39 ára","Landsbyggðin","2004-05",132
"35-39 ára","Landsbyggðin","2004-06",118
"35-39 ára","Landsbyggðin","2004-07",132
"35-39 ára","Landsbyggðin","2004-08",108
"35-39 ára","Landsbyggðin","2004-09",126
"35-39 ára","Landsbyggðin","2004-10",125
"35-39 ára","Landsbyggðin","2004-11",119
"35-39 ára","Landsbyggðin","2004-12",154
"35-39 ára","Landsbyggðin","2005-01",149
"35-39 ára","Landsbyggðin","2005-02",131
"35-39 ára","Landsbyggðin","2005-03",121
"35-39 ára","Landsbyggðin","2005-04",113
"35-39 ára","Landsbyggðin","2005-05",97
"35-39 ára","Landsbyggðin","2005-06",80
"35-39 ára","Landsbyggðin","2005-07",79
"35-39 ára","Landsbyggðin","2005-08",72
"35-39 ára","Landsbyggðin","2005-09",76
"35-39 ára","Landsbyggðin","2005-10",81
"35-39 ára","Landsbyggðin","2005-11",81
"35-39 ára","Landsbyggðin","2005-12",104
"35-39 ára","Landsbyggðin","2006-01",104
"35-39 ára","Landsbyggðin","2006-02",94
"35-39 ára","Landsbyggðin","2006-03",88
"35-39 ára","Landsbyggðin","2006-04",76
"35-39 ára","Landsbyggðin","2006-05",82
"35-39 ára","Landsbyggðin","2006-06",69
"35-39 ára","Landsbyggðin","2006-07",77
"35-39 ára","Landsbyggðin","2006-08",65
"35-39 ára","Landsbyggðin","2006-09",67
"35-39 ára","Landsbyggðin","2006-10",63
"35-39 ára","Landsbyggðin","2006-11",70
"35-39 ára","Landsbyggðin","2006-12",81
"35-39 ára","Landsbyggðin","2007-01",79
"35-39 ára","Landsbyggðin","2007-02",74
"35-39 ára","Landsbyggðin","2007-03",77
"35-39 ára","Landsbyggðin","2007-04",77
"35-39 ára","Landsbyggðin","2007-05",69
"35-39 ára","Landsbyggðin","2007-06",69
"35-39 ára","Landsbyggðin","2007-07",74
"35-39 ára","Landsbyggðin","2007-08",61
"35-39 ára","Landsbyggðin","2007-09",69
"35-39 ára","Landsbyggðin","2007-10",57
"35-39 ára","Landsbyggðin","2007-11",64
"35-39 ára","Landsbyggðin","2007-12",71
"35-39 ára","Landsbyggðin","2008-01",74
"35-39 ára","Landsbyggðin","2008-02",73
"35-39 ára","Landsbyggðin","2008-03",70
"35-39 ára","Landsbyggðin","2008-04",77
"35-39 ára","Landsbyggðin","2008-05",79
"35-39 ára","Landsbyggðin","2008-06",74
"35-39 ára","Landsbyggðin","2008-07",87
"35-39 ára","Landsbyggðin","2008-08",69
"35-39 ára","Landsbyggðin","2008-09",70
"35-39 ára","Landsbyggðin","2008-10",100
"35-39 ára","Landsbyggðin","2008-11",179
"35-39 ára","Landsbyggðin","2008-12",249
"35-39 ára","Landsbyggðin","2009-01",364
"35-39 ára","Landsbyggðin","2009-02",434
"35-39 ára","Landsbyggðin","2009-03",463
"35-39 ára","Landsbyggðin","2009-04",446
"35-39 ára","Landsbyggðin","2009-05",410
"35-39 ára","Landsbyggðin","2009-06",367
"35-39 ára","Landsbyggðin","2009-07",370
"35-39 ára","Landsbyggðin","2009-08",351
"35-39 ára","Landsbyggðin","2009-09",341
"35-39 ára","Landsbyggðin","2009-10",384
"35-39 ára","Landsbyggðin","2009-11",408
"35-39 ára","Landsbyggðin","2009-12",444
"35-39 ára","Landsbyggðin","2010-01",473
"35-39 ára","Landsbyggðin","2010-02",482
"35-39 ára","Landsbyggðin","2010-03",478
"35-39 ára","Landsbyggðin","2010-04",460
"35-39 ára","Landsbyggðin","2010-05",417
"35-39 ára","Landsbyggðin","2010-06",386
"35-39 ára","Landsbyggðin","2010-07",387
"35-39 ára","Landsbyggðin","2010-08",361
"35-39 ára","Landsbyggðin","2010-09",359
"35-39 ára","Landsbyggðin","2010-10",396
"35-39 ára","Landsbyggðin","2010-11",416
"35-39 ára","Landsbyggðin","2010-12",437
"35-39 ára","Landsbyggðin","2011-01",461
"35-39 ára","Landsbyggðin","2011-02",474
"35-39 ára","Landsbyggðin","2011-03",472
"35-39 ára","Landsbyggðin","2011-04",437
"35-39 ára","Landsbyggðin","2011-05",392
"35-39 ára","Landsbyggðin","2011-06",347
"35-39 ára","Landsbyggðin","2011-07",339
"35-39 ára","Landsbyggðin","2011-08",325
"35-39 ára","Landsbyggðin","2011-09",309
"35-39 ára","Landsbyggðin","2011-10",339
"35-39 ára","Landsbyggðin","2011-11",357
"35-39 ára","Landsbyggðin","2011-12",388
"35-39 ára","Landsbyggðin","2012-01",373
"35-39 ára","Landsbyggðin","2012-02",381
"35-39 ára","Landsbyggðin","2012-03",359
"35-39 ára","Landsbyggðin","2012-04",359
"35-39 ára","Landsbyggðin","2012-05",291
"35-39 ára","Landsbyggðin","2012-06",231
"35-39 ára","Landsbyggðin","2012-07",237
"40-44 ára","Landsbyggðin","2000-02",88
"40-44 ára","Landsbyggðin","2000-03",84
"40-44 ára","Landsbyggðin","2000-04",71
"40-44 ára","Landsbyggðin","2000-05",55
"40-44 ára","Landsbyggðin","2000-06",63
"40-44 ára","Landsbyggðin","2000-07",44
"40-44 ára","Landsbyggðin","2000-08",29
"40-44 ára","Landsbyggðin","2000-09",40
"40-44 ára","Landsbyggðin","2000-10",37
"40-44 ára","Landsbyggðin","2000-11",59
"40-44 ára","Landsbyggðin","2000-12",111
"40-44 ára","Landsbyggðin","2001-01",102
"40-44 ára","Landsbyggðin","2001-02",100
"40-44 ára","Landsbyggðin","2001-03",90
"40-44 ára","Landsbyggðin","2001-04",132
"40-44 ára","Landsbyggðin","2001-05",70
"40-44 ára","Landsbyggðin","2001-06",53
"40-44 ára","Landsbyggðin","2001-07",38
"40-44 ára","Landsbyggðin","2001-08",28
"40-44 ára","Landsbyggðin","2001-09",49
"40-44 ára","Landsbyggðin","2001-10",62
"40-44 ára","Landsbyggðin","2001-11",88
"40-44 ára","Landsbyggðin","2001-12",125
"40-44 ára","Landsbyggðin","2002-01",128
"40-44 ára","Landsbyggðin","2002-02",121
"40-44 ára","Landsbyggðin","2002-03",117
"40-44 ára","Landsbyggðin","2002-04",109
"40-44 ára","Landsbyggðin","2002-05",80
"40-44 ára","Landsbyggðin","2002-06",84
"40-44 ára","Landsbyggðin","2002-07",78
"40-44 ára","Landsbyggðin","2002-08",70
"40-44 ára","Landsbyggðin","2002-09",90
"40-44 ára","Landsbyggðin","2002-10",99
"40-44 ára","Landsbyggðin","2002-11",129
"40-44 ára","Landsbyggðin","2002-12",153
"40-44 ára","Landsbyggðin","2003-01",158
"40-44 ára","Landsbyggðin","2003-02",163
"40-44 ára","Landsbyggðin","2003-03",155
"40-44 ára","Landsbyggðin","2003-04",138
"40-44 ára","Landsbyggðin","2003-05",123
"40-44 ára","Landsbyggðin","2003-06",103
"40-44 ára","Landsbyggðin","2003-07",104
"40-44 ára","Landsbyggðin","2003-08",88
"40-44 ára","Landsbyggðin","2003-09",111
"40-44 ára","Landsbyggðin","2003-10",124
"40-44 ára","Landsbyggðin","2003-11",135
"40-44 ára","Landsbyggðin","2003-12",150
"40-44 ára","Landsbyggðin","2004-01",147
"40-44 ára","Landsbyggðin","2004-02",140
"40-44 ára","Landsbyggðin","2004-03",139
"40-44 ára","Landsbyggðin","2004-04",138
"40-44 ára","Landsbyggðin","2004-05",133
"40-44 ára","Landsbyggðin","2004-06",103
"40-44 ára","Landsbyggðin","2004-07",112
"40-44 ára","Landsbyggðin","2004-08",96
"40-44 ára","Landsbyggðin","2004-09",109
"40-44 ára","Landsbyggðin","2004-10",120
"40-44 ára","Landsbyggðin","2004-11",124
"40-44 ára","Landsbyggðin","2004-12",141
"40-44 ára","Landsbyggðin","2005-01",143
"40-44 ára","Landsbyggðin","2005-02",125
"40-44 ára","Landsbyggðin","2005-03",115
"40-44 ára","Landsbyggðin","2005-04",105
"40-44 ára","Landsbyggðin","2005-05",88
"40-44 ára","Landsbyggðin","2005-06",80
"40-44 ára","Landsbyggðin","2005-07",77
"40-44 ára","Landsbyggðin","2005-08",78
"40-44 ára","Landsbyggðin","2005-09",72
"40-44 ára","Landsbyggðin","2005-10",83
"40-44 ára","Landsbyggðin","2005-11",85
"40-44 ára","Landsbyggðin","2005-12",97
"40-44 ára","Landsbyggðin","2006-01",107
"40-44 ára","Landsbyggðin","2006-02",104
"40-44 ára","Landsbyggðin","2006-03",103
"40-44 ára","Landsbyggðin","2006-04",102
"40-44 ára","Landsbyggðin","2006-05",82
"40-44 ára","Landsbyggðin","2006-06",74
"40-44 ára","Landsbyggðin","2006-07",67
"40-44 ára","Landsbyggðin","2006-08",61
"40-44 ára","Landsbyggðin","2006-09",59
"40-44 ára","Landsbyggðin","2006-10",61
"40-44 ára","Landsbyggðin","2006-11",75
"40-44 ára","Landsbyggðin","2006-12",77
"40-44 ára","Landsbyggðin","2007-01",91
"40-44 ára","Landsbyggðin","2007-02",82
"40-44 ára","Landsbyggðin","2007-03",70
"40-44 ára","Landsbyggðin","2007-04",73
"40-44 ára","Landsbyggðin","2007-05",72
"40-44 ára","Landsbyggðin","2007-06",67
"40-44 ára","Landsbyggðin","2007-07",61
"40-44 ára","Landsbyggðin","2007-08",61
"40-44 ára","Landsbyggðin","2007-09",63
"40-44 ára","Landsbyggðin","2007-10",61
"40-44 ára","Landsbyggðin","2007-11",60
"40-44 ára","Landsbyggðin","2007-12",75
"40-44 ára","Landsbyggðin","2008-01",80
"40-44 ára","Landsbyggðin","2008-02",82
"40-44 ára","Landsbyggðin","2008-03",73
"40-44 ára","Landsbyggðin","2008-04",71
"40-44 ára","Landsbyggðin","2008-05",73
"40-44 ára","Landsbyggðin","2008-06",72
"40-44 ára","Landsbyggðin","2008-07",83
"40-44 ára","Landsbyggðin","2008-08",79
"40-44 ára","Landsbyggðin","2008-09",91
"40-44 ára","Landsbyggðin","2008-10",134
"40-44 ára","Landsbyggðin","2008-11",198
"40-44 ára","Landsbyggðin","2008-12",286
"40-44 ára","Landsbyggðin","2009-01",381
"40-44 ára","Landsbyggðin","2009-02",462
"40-44 ára","Landsbyggðin","2009-03",469
"40-44 ára","Landsbyggðin","2009-04",443
"40-44 ára","Landsbyggðin","2009-05",392
"40-44 ára","Landsbyggðin","2009-06",356
"40-44 ára","Landsbyggðin","2009-07",344
"40-44 ára","Landsbyggðin","2009-08",336
"40-44 ára","Landsbyggðin","2009-09",332
"40-44 ára","Landsbyggðin","2009-10",343
"40-44 ára","Landsbyggðin","2009-11",377
"40-44 ára","Landsbyggðin","2009-12",411
"40-44 ára","Landsbyggðin","2010-01",454
"40-44 ára","Landsbyggðin","2010-02",427
"40-44 ára","Landsbyggðin","2010-03",421
"40-44 ára","Landsbyggðin","2010-04",411
"40-44 ára","Landsbyggðin","2010-05",371
"40-44 ára","Landsbyggðin","2010-06",345
"40-44 ára","Landsbyggðin","2010-07",332
"40-44 ára","Landsbyggðin","2010-08",308
"40-44 ára","Landsbyggðin","2010-09",333
"40-44 ára","Landsbyggðin","2010-10",359
"40-44 ára","Landsbyggðin","2010-11",377
"40-44 ára","Landsbyggðin","2010-12",398
"40-44 ára","Landsbyggðin","2011-01",408
"40-44 ára","Landsbyggðin","2011-02",405
"40-44 ára","Landsbyggðin","2011-03",379
"40-44 ára","Landsbyggðin","2011-04",354
"40-44 ára","Landsbyggðin","2011-05",315
"40-44 ára","Landsbyggðin","2011-06",303
"40-44 ára","Landsbyggðin","2011-07",300
"40-44 ára","Landsbyggðin","2011-08",271
"40-44 ára","Landsbyggðin","2011-09",248
"40-44 ára","Landsbyggðin","2011-10",262
"40-44 ára","Landsbyggðin","2011-11",282
"40-44 ára","Landsbyggðin","2011-12",301
"40-44 ára","Landsbyggðin","2012-01",275
"40-44 ára","Landsbyggðin","2012-02",260
"40-44 ára","Landsbyggðin","2012-03",249
"40-44 ára","Landsbyggðin","2012-04",249
"40-44 ára","Landsbyggðin","2012-05",220
"40-44 ára","Landsbyggðin","2012-06",200
"40-44 ára","Landsbyggðin","2012-07",186
"45-49 ára","Landsbyggðin","2000-02",80
"45-49 ára","Landsbyggðin","2000-03",80
"45-49 ára","Landsbyggðin","2000-04",69
